k,rho,nu,beta,delta
0.32109852987001697,1.4807265829268015,0.8698198920123469,-1.0574407173495008,-1.0324435392480626
0.2908446970337885,0.9328038302995638,0.862345299091499,-1.1255548813674663,-1.2377863793924964
0.4209242204063379,0.9811034387303251,0.9395122712983162,-1.0486102673607023,-1.0482584961829782
0.2909880356954452,1.110118967040728,0.9282474231373051,-1.132209963318461,-1.1393089970928323
0.5625506833806299,1.3281578476167195,0.849263354205445,-0.9734542780855683,-0.9497613118978466
0.2317250551677763,1.0315583384877316,1.0362852115109655,-1.148103663465243,-1.1384138211746815
0.29249596142588097,0.7602039658834767,0.9968754525274572,-1.0977273582079783,-1.2259903138888666
0.41877421332345716,1.0867564258718438,0.8846543125505646,-1.0864024131663694,-1.0890749509204323
0.23438582382644144,0.8283515459090138,1.0544034644226525,-1.1012633020247216,-1.1048949745185574
0.18487498303320216,1.9511809299101486,1.0446030722744815,-1.0093195127542023,-0.9032854497491796
0.4041747856371179,0.6695612407408772,0.8607515601509207,-1.0873317659782735,-1.0832876638854654
0.5178234099483252,0.9527891395955574,0.7211719350813973,-1.057232985212973,-1.1021918966726103
0.7645506184348179,1.0181320785100563,0.6278419338489305,-1.0425302601239452,-1.070999057420112
0.4560807343214728,0.7742300145033025,0.7994557807373633,-1.0670161899655868,-1.1203189029639482
0.4155809245392401,0.7900035418449779,0.9343520284594836,-1.0375015687342837,-1.0508855494642135
0.4791285505469264,1.2359633342053917,0.6749091943008765,-1.1496863635444452,-1.1213671849326055
0.20547436785029194,1.0702982920614876,1.037161843065075,-1.1157863713435137,-1.1671208363521162
0.5163189625436133,0.8597024775271156,0.9357460765831185,-0.977214782003264,-0.9804259096135427
0.5445002105734906,1.1551317094959122,0.840534842980581,-0.9974560557056846,-1.0089370253632897
0.42183056900323534,0.5990127924590004,0.9845242066094911,-1.0409198299813096,-1.080415902740285
0.6296671722627935,0.7282731414278861,0.8195363584868476,-0.9928178376557554,-1.0258249202796474
0.2326960586211233,0.7246064413482018,1.088962175603631,-1.0967653782432416,-1.164806492970551
0.38875834504381684,1.0103439343239755,0.6925767507410887,-1.1291129463566711,-1.210647373991618
0.3401919115162756,1.0473074172219174,0.9326893274432995,-1.0789140847062686,-1.0807926128493122
0.2808332077971162,0.9219245728697005,0.9464452951408702,-1.1683629365729549,-1.1964242979550013
0.37319078874961054,0.8783279137169429,1.0676102388569948,-1.0716248659609162,-1.0654364747958587
0.40875270537404873,1.0876494507352206,0.8341984754901922,-1.1023394476364126,-1.163537242782021
0.366834257812749,1.2704688112512044,0.8690579144031585,-1.0822652792537248,-1.1194102907106973
-0.13517436764244106,2.0162312822347417,0.6766929897900437,-1.2018279502418228,-1.2474573870439598
0.5250257576501332,1.8575791606920293,0.9166202618997876,-0.9697709566895056,-0.8429061658471811
0.34487860934441317,1.20399304946107,0.9386560755222327,-1.1453977525458567,-1.1394017815184447
0.2764306745356184,1.9264156111669135,0.7016817300899003,-1.0193073977103817,-1.0554688258959397
0.10912317038543495,1.2857689225893476,0.8246407688065391,-1.2151323527852043,-1.278282639848867
0.35516472575640146,1.3195782364870492,0.82020564949252,-1.086666577223491,-1.1119476976837654
0.49480678031311054,0.903647804646867,0.9251537092105921,-1.0337040294830389,-1.0000916791076926
0.2171302982199343,1.3268845111640755,0.6948046600817225,-1.1609094800275765,-1.2616747763596938
0.164702857985851,1.5460285822910063,0.9428331666359786,-1.0887692345744353,-1.089726438452949
0.5945527189103883,1.531488638852759,0.7855525077189658,-1.0064665587593193,-0.9454154512660342
0.3240283214327637,1.2819626326786255,0.609148174227482,-1.1308239836810798,-1.1868992276411636
0.47933207547799067,0.8903724570919495,0.9166669515275704,-1.0253520151133373,-1.0229397629443666
0.3392685120410359,0.9246978651084559,0.839634632834707,-1.1199220590340477,-1.1640053396049879
0.4395451018606346,0.6079327466129426,0.85890780127123,-1.039642099896367,-1.017247225437576
