k,rho,nu,beta,delta
0.3444820717666577,0.974520942030909,1.0094657312050914,-0.8162251464101362,-0.6916477914343013
0.34344394707101883,0.878285298878295,0.8865340897096178,-0.859151099037168,-0.7445172825022516
0.11579270468972175,0.9878411023609154,1.0447399535209558,-0.9204889611848031,-0.8156609091585382
0.23312813540586352,1.0099763400258037,0.9753158608907052,-0.899488291002154,-0.6964884247231324
0.23017946971904876,1.0451468178067669,1.0478759179853527,-0.8711568139992384,-0.6788901648956615
0.21851867281526777,0.8636368631386128,0.9990928364138775,-0.8989170889704037,-0.8003120022988164
0.15512078420128197,1.0731110801171346,0.9874302885747294,-0.9183658345366739,-0.823464598212436
0.15656305710580015,0.959115598636042,1.0198609107915455,-0.8935646902297207,-0.8228054672629043
0.1775343334953018,1.0419161506586916,1.0030096433848767,-0.8934863565962927,-0.7721615318320777
0.20385691546075876,0.8793545796183877,1.0102968827009786,-0.9018919679891372,-0.8007851377758857
0.0902212424983548,1.0248132954760985,1.094719814179458,-0.8957227260219258,-0.6753280538160354
0.2358539363400034,1.0914685580541565,1.0541468086502814,-0.8751120731219706,-0.6026840222051107
0.2302285290353736,0.9851917559973166,0.9307386199465408,-0.8877566576890185,-0.7436869460693816
0.22177768248166913,0.9188300247377321,1.0276226384136553,-0.8922434870652258,-0.8109428448083988
0.2212341860220389,0.9255179224148686,0.967196066066625,-0.8997742651022759,-0.7975512578988364
0.13681898677287746,0.9764783739729628,0.970580422606742,-0.9309521039042794,-0.8847816689863575
0.17038570571242703,0.8897179260441272,0.9413400400547182,-0.9205441536524749,-0.8121481354630756
0.1227793233712093,0.9428449370831844,1.0428216997599686,-0.9521881589160507,-0.7566413949710386
0.21778507647992265,0.9161661891927124,0.9726221268798125,-0.9045495849146662,-0.7826823841999058
0.21556926949468913,1.0157636284038098,1.0374828427862728,-0.8963181860967905,-0.7116228485487502
0.22613353762988467,0.8836318736429101,1.0420816725134174,-0.9066835019548806,-0.6997025433597263
0.09952212595073001,0.9923673995047114,1.0837431295849194,-0.9250900620243402,-0.7360014891777633
0.06333986860836438,1.0861880225355063,1.059353483743049,-0.941207881057196,-0.7330024701711114
0.12602927069582565,1.059229120086297,1.0188916834338808,-0.9231421571935667,-0.7680480746682189
0.2743263256448829,1.0404196647140265,0.9291785434368949,-0.8629265279428793,-0.7481049113117025
0.15672267142767324,1.007336519859053,1.0776260559695283,-0.9029034414027899,-0.7291901066920886
0.15343478679847825,1.065737580152913,1.0360361418870907,-0.8625378646365699,-0.7324593412432732
0.16211986265480216,0.8554795096788419,0.9734482455513027,-0.9247777740683817,-0.7417816731487406
0.21369077542361264,0.7088462053816518,1.0273647659894387,-0.9215563151253644,-0.7557484959472116
0.2459694493850406,1.013888342253985,0.9564824658212094,-0.8718786184138543,-0.758362032318912
0.17381496353524842,0.9563967414004022,0.9820611509168871,-0.8970199801545528,-0.8022638792474361
0.09420978143521214,1.113114078685794,1.0018438137879082,-0.9271547405724259,-0.8974274950064429
0.20441601480605254,0.927676845641862,0.9376948523795723,-0.9035324463296054,-0.7819713080991888
0.22984020909358893,0.9849106614666061,0.9993996623557183,-0.8938632110942568,-0.6590892291688338
0.17287929760037557,0.8987033507783573,0.9827618726461991,-0.9306294254602382,-0.765077995123584
0.12999304249724258,1.045136461708625,1.0573916116703597,-0.9182043158097857,-0.7053456911689844
0.1810294254482952,0.999111139181463,1.0035221337827676,-0.8743462183427391,-0.7676276535613207
0.23336565536761775,0.968065225438001,1.0021507862891479,-0.8677937524166692,-0.6665104227581381
0.15988176154365524,0.8885911829397115,0.9718924247016892,-0.9190835456396764,-0.8873237673989779
0.2900044439950481,0.910695057607632,0.9601302862117522,-0.8773436011222797,-0.7744933338364267
0.20666281227773364,0.8553040797422935,0.9616829394609341,-0.9113609006639964,-0.7759798300299008
0.14606358479503148,1.0381879601201311,1.0585866900879208,-0.8849592801631188,-0.7043854276922954
0.2235679848329487,0.8245797824657308,0.9435694626033627,-0.9286103544997395,-0.7920547570951906
0.11957618949721611,1.202566710687339,0.9964528358100824,-0.9075823734004409,-0.7806431954967841
0.20003652442566527,0.9524526867410994,1.0166731683853119,-0.8981249396061567,-0.7085115457696473
0.21346456571156275,1.0058437720520776,0.9824979997548489,-0.8944518683412753,-0.7054936111833353
0.20479908017730591,0.94172890050001,0.9814294231996579,-0.9086275658552683,-0.7611966389652728
0.18158083971302982,1.0047977343746854,1.012014280590688,-0.8957245841980899,-0.7126953864440495
0.13330486898033628,1.0478950036273014,1.015936220576246,-0.9403736668502425,-0.7902449983635265
0.14664489675569273,1.0403029273901245,1.0331915931306481,-0.8881156435349041,-0.8279097072532455
0.20270924749964014,0.9068635233659905,0.9919803593249726,-0.9159237905398504,-0.7935205599401437
0.1964070340460502,1.038792451268075,1.0593556383521918,-0.8897920618319989,-0.5382839996448504
0.17529328594915924,0.9346884264754782,0.9589123492109674,-0.9100189149979854,-0.8329701689204398
0.19305655276675884,0.8484179336303685,1.0673250787018123,-0.9036533901734857,-0.729101044680825
0.10965775912865068,0.9728149941367743,1.0630011234924546,-0.9128535756660494,-0.7937054663711622
0.1614974394887949,0.9763911463369859,1.0450013163343843,-0.9217218681854804,-0.7991271955653607
0.2002206466433995,0.8927841611390915,0.9658651614663716,-0.9051361379972803,-0.7517172720524142
0.16673251517859597,0.9123518019663547,1.042360607507197,-0.9088016828761224,-0.7616134112309518
0.1913675498200766,0.9820752550209411,1.0344889419944097,-0.9246504259411817,-0.7473630035429021
0.15606320415084443,0.9823460766872796,1.0326445717850803,-0.9186568358433902,-0.742800674489528
0.10624276216754991,1.0146717001299494,1.0190801401514862,-0.9344896358187821,-0.8343911997907858
0.26815034022958206,0.9622581894993161,0.9283363654255843,-0.8756326095026397,-0.7236315538026372
0.19227315409146067,0.9240923657746671,1.0357083493940984,-0.8854468990920946,-0.7425715274342591
0.10702366764835086,0.9240883371265278,1.0047691609595888,-0.938077575099741,-0.8487009562793609
0.1550481484644077,1.099442723842792,1.0191558669090277,-0.8917819592748804,-0.7167131227258607
0.10477198676469592,0.9720240165429258,0.9946586187660076,-0.9335270402655974,-0.881492742638759
0.1809556177129451,0.9403034668861214,1.0143661715006673,-0.9006028639734638,-0.7750876175257158
0.19397502649748838,0.8187688244106011,0.9708736470850013,-0.9162617252448355,-0.8290959374598021
0.14823598929810938,0.9254569140484272,1.0312110252463722,-0.9128883699992838,-0.7806112737140181
0.1729324329412116,1.0070618012450119,1.0206312899662067,-0.8981252790573678,-0.7628350579539154
0.24684032988938184,0.9825595825517641,1.0025482159213592,-0.8783691315880808,-0.6612528711257741
0.24378518323678194,0.9825062118385326,1.0046271721690123,-0.8902940591155905,-0.5883870584060513
0.2090081872387184,0.8919091750027347,0.9956233996733488,-0.9251469895641502,-0.8062477219033011
0.09022630939337695,1.1354407146310062,1.0350089213265925,-0.9401693235137158,-0.8420209713082057
0.24834573116174083,0.8977455777672088,0.9419892643782586,-0.8783658066471844,-0.7291323975308794
0.10820715374891773,0.9711478846347172,1.035827434675293,-0.9479264673488511,-0.8758260704971704
0.19741992913063,1.0057329704733537,0.9927283491669674,-0.8875049796061981,-0.7342321703055882
0.20561269412826066,0.9362975403237668,0.9886262735540452,-0.9178654498016418,-0.6507352470843853
0.2476444110508761,0.8908812432483887,0.9844839441453758,-0.8764900981311695,-0.7086839060346009
0.09725986762695651,1.0240938654824154,0.9838321627408061,-0.9435865899831937,-0.8621525518194533
0.21853314321856626,0.9102392893602388,0.9969218371328599,-0.8979873630437691,-0.7848447879955662
0.20795828129258462,1.0362780933653473,0.9592553671432138,-0.878605427578798,-0.796472228124101
0.2152966245974673,0.9689251857571465,0.9883996529671667,-0.8843301700159216,-0.7023098739858431
0.15320918005204118,1.0934374289230264,1.0234812596740737,-0.9001157908871671,-0.727671571998289
0.1994798586886491,0.8654181283696588,0.9653804300484436,-0.9074927749524258,-0.7989385245865139
0.15451007619909363,0.8966033854057595,0.9645039564343287,-0.9241723939425954,-0.8411341434849235
0.20559745774987567,0.8300921412845068,1.0172451667952815,-0.8930485082914548,-0.7666965644125817
0.179202143584409,1.028390708790448,0.9916837570561408,-0.9041969344536784,-0.8181498260112502
0.35626823354952974,0.9404043308406869,1.0031971507523536,-0.8373219846409443,-0.6230602486284881
0.14953080293272392,0.9312169891041606,1.034670982666756,-0.8900659880018261,-0.7939638045306188
0.24767858555857653,0.98934509656571,0.9717234542603767,-0.8734596831672363,-0.7044476967860166
0.17291433297367492,0.9058622184482752,0.9873049887869936,-0.9140484065581771,-0.8157429638790702
0.09835057916385723,1.147278401460609,1.069184751400336,-0.9155865450171421,-0.7379530502490874
0.25273425138813976,0.9034312609514416,1.0185072955767103,-0.8866479282548416,-0.641993346789631
0.14405502584842972,0.9779278195606024,0.9965098830712531,-0.9192852688094755,-0.7734181920783159
0.11489241709767964,1.049889616865612,0.9711880824024135,-0.9328478205130645,-0.8540887500482778
0.14324924878118375,1.0103125528421697,1.0135723749765229,-0.9145098245307092,-0.859135277227399
0.194788231942206,0.9575330510065985,0.954439051869404,-0.921912753866768,-0.7976412901985135
0.10658498854645261,0.9210786841895179,1.0175201061615147,-0.9489166855605177,-0.8923282143589528
0.12740184295050544,0.9011877098221112,1.0308574080543036,-0.9280446911275699,-0.8733966597391938
